society,price,sector,price_per_sqft,bedRoom,bathroom,balcony,extra_rooms,floorNum,agePossession,built_up_area,furnishing_type,luxury_score
baani city center,0.88,sector 63,10945.273631840795,1,1,2,0,4,New Property,804.0,0,0
indiabulls enigma,4.0,sector 110,11940.298507462687,4,4,3,0,17,New Property,3350.0,0,59
ss the leaf,1.93,sector 85,8041.666666666667,3,4,3,1,7,Relatively New,2400.0,0,174
smart world one dxp,3.45,sector 113,14662.133446663833,4,4,3,2,11,Under Construction,2353.0,2,156
sukhshanti apartment,1.7,sector 56,7727.272727272727,3,3,3,1,4,Moderately Old,2200.0,0,49
m3m golfestate,6.15,sector 65,14399.438070709435,3,5,3+,1,1,Relatively New,4271.0,1,49
bestech park view residency,1.4,sector 2,8690.254500310366,3,3,3+,0,6,Old Property,1611.0,1,107
ss almeria,1.48,sector 84,9113.300492610837,3,3,2,2,1,New Property,1624.0,2,139
jmd gardens,3.25,sector 33,6758.161779995841,4,4,3+,1,17,Old Property,4809.0,2,130
cghs agrim apartment,1.49,kanahi,7664.609053497942,3,2,3+,0,1,Old Property,1944.0,2,68
global hill view,0.3,sector-11 sohna road,3546.099290780142,2,2,2,0,16,Relatively New,846.0,0,0
ireo victory valley,3.49,sector 67,12812.041116005874,3,3,3,1,19,Relatively New,2724.0,0,103
emaar digihomes,2.15,sector 62,12828.16229116945,2,2,3,0,31,Under Construction,1676.0,0,101
godrej nature plus,1.4,sector 33,9668.508287292818,2,2,3,0,14,Under Construction,1448.0,0,67
dlf carlton estate,2.0,sector 43,15710.919088766694,3,3,2,0,5,Moderately Old,1273.0,0,65
smart world orchard,2.3,sector 61,15593.22033898305,3,3,2,1,2,Under Construction,1475.0,0,79
signature global park,0.54,sohna road,6521.739130434783,2,1,3,0,1,New Property,828.0,0,65
railway officers rpf society,1.25,sector 9a,6228.201295465869,4,3,3,1,1,Old Property,2007.0,2,12
godrej air,1.05,sector 85,10606.060606060606,2,2,1,0,15,Under Construction,990.0,0,45
emaar mgf palm hills,1.25,sector 77,7759.155803848541,3,4,3,1,1,Relatively New,1611.0,2,104
maruti vihar,1.0,sector 28,10050.251256281406,1,1,1,2,1,Old Property,995.0,2,80
vasant appartments,1.7,sector 14,6651.017214397496,5,5,2,3,2,Old Property,2556.0,1,71
ansal heights 86,1.3,sector 86,5156.683855612852,4,6,2,2,11,New Property,2521.0,0,86
shapoorji pallonji joyville gurugram,2.12,sector 102,11447.08423326134,3,3,3,0,9,Relatively New,1852.0,0,72
puri the aravallis,3.9,sector 61,28097.982708933716,3,4,3+,1,33,Under Construction,1388.0,0,158
the close north,3.0,sector 50,12728.044123886297,3,3,3+,1,14,Old Property,2357.0,2,121
smart world orchard,2.2,sector 61,12783.265543288786,3,3,2,0,4,New Property,1721.0,0,152
emaar gurgaon greens,1.35,sector 102,10266.15969581749,3,3,3,1,5,Relatively New,1315.0,0,119
godrej nature plus,1.67,sector 33,8992.999461497038,3,2,2,0,18,Under Construction,1857.0,0,67
landmark the residency,0.9,sector 103,7364.9754500818335,2,2,2,0,1,Relatively New,1222.0,0,44
m3m capital,2.37,sector 113,11504.85436893204,4,4,3+,1,20,Under Construction,2060.0,0,143
emaar imperial gardens,1.98,sector 102,8910.89108910891,3,3,3+,1,9,Relatively New,2222.0,2,72
dlf belvedere towers,3.7,sector 25,15859.408486926704,4,4,3,1,18,Old Property,2333.0,2,26
m3m crown,4.67,sector 111,15281.413612565446,4,4,3+,0,8,Under Construction,3056.0,0,73
godrej,1.29,sector 79,9065.354884047787,2,2,3,0,4,New Property,1423.0,0,0
central park resorts,3.65,sector 48,19529.15997859818,3,3,3+,1,9,Relatively New,1869.0,2,157
tulip monsella,5.6,sector 53,21398.547955674436,3,3,3+,0,1,Under Construction,2617.0,2,42
sare crescent parc royal greens phase 1,1.25,sector 92,6446.621970087674,4,4,3,1,20,Relatively New,1939.0,0,60
aipl club residences,1.27,sector 70a,8764.665286404417,2,2,3+,1,24,Relatively New,1449.0,2,113
experion the heartsong,1.36,sector 108,10126.582278481013,3,2,3+,2,2,Relatively New,1343.0,2,77
signature global city,1.0,sector 37d,8000.0,3,3,3,0,4,Under Construction,1250.0,0,49
bestech park view city,4.25,sector 48,10315.533980582524,4,5,3+,1,14,Moderately Old,4120.0,2,81
emaar palm gardens,1.8,sector 83,10471.204188481675,3,3,3+,0,9,Relatively New,1719.0,0,55
chd avenue,1.25,sector 71,7926.4426125554855,3,4,2,4,14,Relatively New,1577.0,1,128
mvn athens,0.27,sohna road,5304.518664047151,2,2,1,1,4,Relatively New,509.0,2,35
mahindra luminare,5.5,sector 59,20087.65522279036,3,3,1,1,26,Under Construction,2738.0,0,24
raheja navodaya,0.85,sector 92,4719.600222098834,3,3,3,0,2,Relatively New,1801.0,0,100
godrej nature plus,1.07,sector 33,8539.505187549881,2,2,2,0,14,Under Construction,1253.0,0,68
m3m urbana,0.95,sector 67,11501.210653753027,1,1,1,0,17,Relatively New,826.0,0,49
experion the heartsong,0.87,sector 108,8893.61397626325,2,3,3,1,2,Relatively New,978.23,2,123
sobha city,4.1,sector 108,17498.93299189074,4,5,3,2,25,New Property,2343.0,1,97
godrej nature plus,1.27,sector 33,10143.769968051118,2,2,3+,0,9,Under Construction,1252.0,0,38
smart world orchard,1.47,sector 61,11502.347417840376,2,2,2,1,4,Under Construction,1278.0,0,31
emaar mgf the palm drive,3.45,sector 66,17250.0,3,4,3,1,6,Relatively New,2000.0,2,95
bestech park view residency,1.18,sector 2,8333.333333333334,2,2,3,1,5,Old Property,1416.0,0,76
bestech park view residency,1.55,sector 2,8918.296892980437,3,4,3+,1,4,Old Property,1738.0,0,84
m3m merlin,3.39,sector 67,16142.857142857143,3,4,3,1,14,Relatively New,2100.0,2,26
dlf the skycourt,1.54,sector 86,8651.685393258427,3,3,3+,1,15,Relatively New,1780.0,0,174
emaar gurgaon greens,1.42,sector 102,10798.479087452472,3,3,3,1,7,Relatively New,1315.0,0,128
afnhb jalvayu vihar,1.3,sector 30,9279.0863668808,3,3,2,0,2,Old Property,1401.0,0,19
dlf regency park,2.25,sector 28,13235.29411764706,3,3,2,1,16,Old Property,1700.0,0,89
ireo victory valley,3.5,sector 67,14056.224899598394,3,4,3,2,24,Relatively New,2490.0,2,149
ambience creacions,4.8,sector 22,17278.617710583152,4,6,3+,2,10,New Property,2778.0,1,49
signature global city 92,0.78,sector 92,7202.216066481995,2,2,2,0,2,New Property,1083.0,2,47
the khushboo cooperative housing society ltd,0.88,sector 9a,6119.610570236439,3,3,2,0,2,Old Property,1438.0,2,31
adani m2k oyster grande,2.6,sector 102,11059.123777116121,3,3,3,3,2,Relatively New,2351.0,0,118
dlf belvedere towers,3.4,sector 25,12390.67055393586,4,4,3,1,1,Old Property,2744.0,0,26
sobha city,2.9,sector 108,15995.587424158854,3,4,2,0,8,New Property,1813.0,0,109
raheja vedaanta,0.7,sector 108,5139.500734214391,2,2,2,0,12,Moderately Old,1362.0,0,72
dlf the skycourt,1.5,sector 86,8426.966292134832,3,3,3+,1,18,Relatively New,1780.0,0,174
suncity vatsal valley,1.28,gwal pahari,8596.373404969778,3,3,3,0,1,Relatively New,1489.0,2,49
m3m capital,2.51,sector 113,16362.451108213818,3,3,3+,1,2,Under Construction,1534.0,0,49
dlf city plots phase 3,6.5,sector 24,16713.80817690923,4,5,3+,1,3,New Property,3889.0,1,42
unitech heritage city,3.63,heritage city,13066.954643628509,3,3,1,2,11,Old Property,2778.0,0,69
bestech altura,1.85,sector 79,11212.121212121212,3,3,3,1,7,New Property,1650.0,0,53
indiabulls centrum park,2.45,sector 103,9415.833973866256,4,6,3,1,5,Relatively New,2602.0,0,38
orris aster court premier,1.38,sector 85,8539.603960396038,3,4,2,1,6,Relatively New,1616.0,0,76
paras quartier,5.9,gwal pahari,12185.047501032632,4,4,3+,4,19,New Property,4842.0,2,160
mapsko casa bella,3.0,sector 82,6779.661016949152,4,6,3+,2,25,Relatively New,4425.0,2,119
samadhan shri kamal cghs,2.01,sector 1,10276.0736196319,4,4,3+,0,10,Moderately Old,1956.0,1,0
navjyoti apartment,2.1,sector 38,10747.185261003071,4,4,3+,0,10,Old Property,1954.0,1,22
ambience lagoon,4.25,sector 24,13277.100905966885,3,4,3+,2,3,Old Property,3201.0,2,131
orchid petals,2.55,sector 49,12378.640776699029,3,4,3,1,8,Relatively New,2060.0,2,49
friends apartment,2.0,sector 52,9564.801530368244,4,3,3,1,5,Moderately Old,2091.0,1,111
the close south,3.25,sector 50,11528.910961333806,3,4,3+,1,4,Old Property,2819.0,2,135
hero homes,1.6,dwarka expressway,10464.355788096795,3,3,3,0,1,New Property,1529.0,0,49
bestech park view residency,1.5,sector 2,8630.609896432681,3,4,3+,1,10,Moderately Old,1738.0,0,93
sobha city,3.75,sector 108,17688.67924528302,3,3,2,1,16,New Property,2120.0,0,77
bestech park view residency,0.95,sector 2,6039.4151303242215,2,2,3,0,10,Old Property,1573.0,2,88
cghs rail vihar,1.4,sector 15,9695.290858725763,4,3,3,0,3,Old Property,1444.0,2,81
dlf the skycourt,1.56,sector 86,9873.417721518987,3,4,3+,1,17,Relatively New,1580.0,0,174
emaar gurgaon greens,1.35,sector 102,10266.15969581749,3,3,3,1,9,Relatively New,1315.0,0,100
shapoorji pallonji joyville gurugram,1.4,sector 102,12006.861063464838,2,2,2,0,11,New Property,1166.0,2,49
dlf regency park,2.26,sector 28,13294.117647058822,3,3,2,1,19,Old Property,1700.0,0,158
eldeco accolade,1.2,sector 33,8042.8954423592495,2,2,2,1,0,New Property,1492.0,0,55
bptp terra,2.08,sector 37d,9407.507914970602,4,4,3,3,0,New Property,2211.0,0,121
ss the leaf,1.75,sector 85,8031.206975676916,3,4,3,1,8,Relatively New,2179.0,0,49
ireo victory valley,2.99,sector 67,13590.909090909092,3,3,3,1,4,Relatively New,2200.0,2,37
emaar digihomes,2.1,sector 62,15384.615384615385,2,2,2,1,30,New Property,1365.0,0,52
ireo victory valley,2.87,sector 67,13699.28400954654,3,3,3+,1,16,Relatively New,2095.0,2,174
dlf regency park,2.35,sector 28,14614.427860696518,3,3,2,1,18,Old Property,1608.0,2,120
lagoon apartment,3.0,ambience island,10799.136069114471,3,4,3,0,2,Moderately Old,2778.0,0,0
lagoon apartment,6.0,ambience island,12272.448353446513,4,6,3+,0,7,Moderately Old,4889.0,0,0
emaar mgf emerald floors premier,2.35,sector 65,14242.424242424242,3,3,3,2,2,Relatively New,1650.0,0,158
indiabulls centrum park,1.9,sector 103,5113.024757804091,3,4,3+,4,10,Relatively New,3716.0,2,49
orris carnation residency,0.72,sector 85,5333.333333333333,3,3,2,1,9,Moderately Old,1350.0,0,49
sbr minda sec 1 imt manesar,0.65,manesar,3832.5471698113206,3,2,3+,0,6,Moderately Old,1696.0,0,5
dlf the ultima,2.34,sector 81,13295.454545454546,3,4,3+,1,14,Relatively New,1760.0,1,174
m3m capital,2.57,sector 113,12475.728155339806,4,5,3+,1,25,Under Construction,2060.0,1,79
bptp terra,1.71,sector 37d,7804.655408489274,3,3,3+,1,7,Relatively New,2191.0,0,38
indiabulls enigma,3.79,sector 110,10934.795152914023,5,5,3,2,4,Relatively New,3466.0,0,125
the lions cghs,2.05,sector 56,7884.615384615385,4,4,3+,1,7,Old Property,2600.0,2,120
m3m golfestate,5.2,sector 65,19287.833827893173,3,3,3,2,18,Relatively New,2696.0,2,76
emaar mgf the palm drive,3.2,sector 66,16040.100250626567,3,3,3,4,12,Relatively New,1995.0,0,117
afnhb jalvayu vihar,0.69,sector 30,7700.892857142856,2,2,1,0,3,Old Property,896.0,0,65
experion windchants,3.75,sector 112,16849.691762972016,3,3,2,1,21,Relatively New,2225.56,2,159
experion windchants,3.65,sector 112,16400.366649292762,3,4,3+,1,14,Relatively New,2225.56,2,150
experion windchants,5.49,sector 112,15019.0816200911,4,5,3+,1,5,Relatively New,3655.35,2,168
antriksh heights,1.05,sector 84,5537.974683544304,4,4,3+,1,3,New Property,1896.0,0,66
sobha city,3.35,sector 108,17857.14285714286,3,4,2,0,19,New Property,1876.0,0,102
unitech uniworld gardens,2.4,sector 47,12711.864406779661,3,3,3+,1,10,Moderately Old,1888.0,2,120
park royal apartment,1.71,sector 56,7596.623722789871,3,3,3+,1,5,Moderately Old,2251.0,2,118
elan the presidential,6.3,sector 106,16592.046352383462,5,6,3+,0,10,Under Construction,3797.0,2,62
raheja atharva,2.2,sector 109,8540.372670807454,3,3,2,1,7,Moderately Old,2576.0,2,111
indiabulls enigma,3.25,sector 110,10562.235944101398,4,4,3,2,11,Relatively New,3077.0,0,125
central park resorts,11.25,sector 48,25440.97693351425,4,5,3+,2,2,Relatively New,4422.0,0,45
central park flower valley,3.3,sector 33,12373.453318335209,3,3,3,4,2,Under Construction,2667.0,0,61
bestech park view residency,1.51,sector 2,8688.147295742232,3,4,3+,1,7,Moderately Old,1738.0,2,84
emaar gurgaon greens,1.38,sector 102,10494.296577946767,3,3,3,1,6,Relatively New,1315.0,2,128
emaar mgf the palm drive,4.6,sector 66,15961.138098542679,3,3,3,4,11,Relatively New,2882.0,0,131
emaar gurgaon greens,1.4,sector 102,9907.997169143666,3,3,3,1,9,Relatively New,1413.0,0,49
emaar mgf emerald floors premier,3.5,sector 65,19585.898153329603,4,4,3,1,4,Relatively New,1787.0,2,114
mapsko royale ville,0.99,sector 82,6111.111111111111,3,4,2,1,14,New Property,1620.0,0,95
emaar mgf emerald floors premier,2.65,sector 65,14457.174031642116,3,3,3,2,5,Relatively New,1833.0,0,37
unitech greenwood city,2.4,sector 45,12345.67901234568,3,3,2,1,1,New Property,1944.0,2,19
ats tourmaline,1.65,sector 109,8478.931140801644,3,3,3+,1,16,Relatively New,1946.0,2,49
railway officers rpf society,1.25,sector 9a,6228.201295465869,4,3,3,1,1,Old Property,2007.0,0,40
emaar digihomes,4.0,sector 62,17072.129748186086,3,3,3,1,18,New Property,2343.0,2,38
emaar palm gardens,1.8,sector 83,11620.400258231117,3,3,3,1,6,Relatively New,1549.0,2,97
tarc maceo,1.75,sector 91,8305.647840531561,4,3,3+,4,8,Relatively New,2107.0,0,128
emaar mgf emerald floors premier,2.35,sector 65,14242.424242424242,3,3,2,2,4,Relatively New,1650.0,0,165
pioneer urban presidia,7.15,sector 62,18216.56050955414,4,5,3+,3,7,Relatively New,3925.0,2,158
emaar mgf palm hills,1.64,sector 77,9291.784702549574,4,3,3,1,9,Relatively New,1765.0,0,102
emaar mgf emerald floors premier,2.8,sector 65,18754.186202277295,3,3,2,1,3,Relatively New,1493.0,0,105
la lagune,6.75,sector 54,27494.9083503055,4,6,3+,1,11,Moderately Old,2455.0,2,119
m3m merlin,3.5,sector 67,15730.337078651686,3,4,3,2,17,Relatively New,2225.0,2,167
m3m latitude,4.6,sector 65,24109.01467505241,3,3,3,4,7,New Property,1908.0,2,115
m3m skywalk,2.25,sector 74,11842.105263157895,3,3,3,1,5,Relatively New,1900.0,0,174
dlf the primus,2.2,sector 82a,11621.76439513999,3,3,3+,1,16,Relatively New,1893.0,1,174
dlf the primus,2.85,sector 82a,13079.394217530977,4,4,3+,1,2,New Property,2179.0,1,174
dlf regal gardens,1.76,sector 90,8712.871287128713,4,4,3+,0,8,Relatively New,2020.0,2,135
paras dews,1.0,sector 106,10638.297872340425,2,2,3+,0,2,New Property,940.0,2,21
pioneer park,3.6,sector 61,13953.488372093023,4,4,3,1,3,Moderately Old,2580.0,2,121
ss the leaf,1.78,sector 85,8168.884809545663,3,4,3+,1,6,New Property,2179.0,0,113
chd avenue,0.98,sector 71,6684.856753069577,3,3,3,1,0,Moderately Old,1466.0,0,65
ireo skyon,2.82,sector 60,11750.0,3,3,3,1,2,Relatively New,2400.0,2,174
tata primanti,3.21,sector 72,15000.0,3,4,3+,1,15,Relatively New,2140.0,2,174
la vida by tata housing,1.9,sector 113,14785.992217898833,3,2,2,1,10,Relatively New,1285.0,2,174
dlf regal gardens,1.19,sector 90,7618.437900128041,3,3,2,1,11,Relatively New,1562.0,0,88
bestech park view ananda,1.35,sector 81,9388.038942976356,3,3,3+,1,10,Moderately Old,1438.0,2,72
tulip purple,1.8,sector 69,8181.818181818182,4,5,3+,1,4,Relatively New,2200.0,0,165
indiabulls centrum park,1.35,sector 103,8333.333333333334,3,3,3+,1,3,Relatively New,1620.0,2,168
sbtl caladium,1.7,sector 109,7381.676074685193,3,3,3+,1,9,Relatively New,2303.0,0,159
vatika the seven lamps,1.6,sector 82,7289.293849658315,4,5,3+,1,8,Relatively New,2195.0,0,133
ireo skyon,2.65,sector 60,13009.327442317133,3,4,3+,1,7,Moderately Old,2037.0,2,152
orris carnation residency,0.55,sector 85,5238.0952380952385,2,2,2,1,5,Relatively New,1050.0,0,174
emaar gurgaon greens,1.4,sector 102,10646.38783269962,3,3,3,1,7,Relatively New,1315.0,0,67
bestech park view residency,1.26,sector 2,8898.305084745763,2,2,3,1,7,Moderately Old,1416.0,0,84
m3m woodshire,1.7,sector 107,6786.427145708582,4,5,3+,1,9,Relatively New,2505.0,0,79
ambience creacions,4.1,sector 22,19816.336394393427,3,3,3+,0,2,New Property,2069.0,1,119
indiabulls centrum park,1.01,sector 103,7548.5799701046335,2,2,3,1,5,Relatively New,1338.0,2,165
pareena coban residences,1.45,sector 99a,8024.349750968456,3,5,3,2,11,Relatively New,1807.0,2,49
parsvnath green ville,1.6,sector 48,8443.271767810027,3,3,3+,1,8,Old Property,1895.0,2,49
emaar mgf the palm drive,2.99,sector 66,16611.111111111113,3,3,3,1,7,Relatively New,1800.0,2,49
conscient heritage max,1.9,sector 102,10813.887307911213,3,4,3+,1,20,Relatively New,1757.0,0,165
emaar mgf emerald estate,1.75,sector 65,16188.714153561517,3,3,3,1,10,Relatively New,1081.0,2,124
dlf regal gardens,1.3,sector 90,7647.058823529412,3,3,3+,0,7,Relatively New,1700.0,0,141
ireo victory valley,2.95,sector 67,13720.93023255814,3,3,3,1,10,Relatively New,2150.0,2,174
m3m merlin,3.4,sector 67,16865.079365079364,3,4,3,1,16,Relatively New,2016.0,2,174
m3m merlin,3.32,sector 67,16468.25396825397,3,4,3,1,8,New Property,2016.0,2,174
bestech park view residency,0.95,sector 2,7416.08118657299,2,2,3,0,1,Moderately Old,1281.0,2,82
m3m skywalk,1.55,sector 74,11923.076923076924,2,2,3+,1,18,Relatively New,1300.0,0,137
m3m skywalk,1.54,sector 74,12833.333333333334,2,2,3+,1,15,Relatively New,1200.0,0,137
m3m skywalk,2.45,sector 74,13611.111111111111,3,3,3+,1,25,Relatively New,1800.0,0,137
puri emerald bay,2.6,sector 104,12615.235322658904,3,4,3+,2,5,Relatively New,2061.0,0,81
ss the leaf,1.83,sector 85,9506.493506493507,3,4,3,0,9,Relatively New,1925.0,0,49
ss the leaf,1.09,sector 85,7389.830508474576,2,2,3,0,5,Relatively New,1475.0,0,49
ss the leaf,1.87,sector 85,8404.494382022473,3,4,3,0,7,Relatively New,2225.0,0,49
ss the leaf,1.05,sector 85,6944.444444444444,2,2,3+,1,7,Relatively New,1512.0,0,144
ss the leaf,1.77,sector 85,8122.992198256081,3,4,3+,1,7,New Property,2179.0,0,107
m3m skywalk,2.2,sector 74,12048.192771084337,3,3,3,1,12,New Property,1826.0,2,15
ansal api celebrity suites,0.6,sector 2,9022.556390977443,1,1,1,0,5,Moderately Old,665.0,2,88
cghs airport apartment,1.8,sector 47,6300.315015750787,4,4,3+,1,4,Moderately Old,2857.0,2,120
sbr minda sec-1 imt manesar,0.64,manesar,3773.5849056603774,3,2,3+,0,6,Old Property,1696.0,0,51
prasha apartments,0.75,manesar,3918.4952978056426,3,3,3+,1,3,Moderately Old,1914.0,0,31
m3m golfestate,4.95,sector 65,17578.125,3,3,3,1,10,Relatively New,2816.0,2,82
experion windchants,4.25,sector 112,14166.666666666666,3,5,2,2,15,Relatively New,3000.0,0,72
experion windchants,5.31,sector 112,14860.088488888514,4,6,3+,2,15,Relatively New,3573.33,0,72
emaar gurgaon greens,1.4,sector 102,10769.23076923077,3,3,3,1,10,Relatively New,1300.0,0,46
experion windchants,2.8,sector 112,14440.20979561946,2,3,2,2,9,Relatively New,1939.03,0,137
indiabulls enigma,4.1,sector 110,11714.285714285714,5,5,2,1,10,Relatively New,3500.0,0,159
indiabulls enigma,3.4,sector 110,11333.333333333334,4,5,3,1,10,Relatively New,3000.0,0,152
ireo skyon,3.05,sector 60,13260.869565217392,3,3,3,1,9,Relatively New,2300.0,1,165
tata primanti,4.25,sector 72,14450.86705202312,4,4,3+,1,0,Relatively New,2941.0,2,174
vatika independent floors,1.16,sector 82,6290.672451193059,3,3,3+,3,1,Relatively New,1844.0,2,151
citizen apartment,3.55,sector 51,6826.923076923077,5,6,3+,4,11,Moderately Old,5200.0,2,157
adani m2k oyster grande,1.8,sector 102,10526.315789473685,3,4,3,1,17,Relatively New,1710.0,0,49
shapoorji pallonji joyville gurugram,1.75,sector 102,11945.392491467577,3,3,3+,0,1,Relatively New,1465.0,0,49
shapoorji pallonji joyville gurugram,1.2,sector 102,11183.597390493942,2,2,3,0,0,Relatively New,1073.0,0,49
emaar gurgaon greens,1.52,sector 102,11558.93536121673,3,3,3,1,7,Relatively New,1315.0,2,137
kiran residency,1.55,sector 56,8157.894736842105,3,3,3+,2,5,Moderately Old,1900.0,2,92
dlf the ultima,2.4,sector 81,14545.454545454546,3,3,3+,1,12,Relatively New,1650.0,1,49
dlf the ultima,2.35,sector 81,15161.290322580646,3,3,3+,4,14,Relatively New,1550.0,1,49
dlf the ultima,2.28,sector 81,13028.571428571426,3,3,3+,1,14,Relatively New,1750.0,1,49
ss the coralwood,1.1,sector 84,6944.444444444444,3,3,2,0,9,Relatively New,1584.0,0,75
dlf the ultima,2.3,sector 81,14223.87136672851,3,3,3+,4,19,Relatively New,1617.0,1,49
m3m woodshire,1.35,sector 107,6923.076923076923,3,4,3+,1,8,Relatively New,1950.0,2,74
puri emerald bay,2.45,sector 104,11496.949788831535,3,4,3+,1,14,Relatively New,2131.0,2,56
m3m woodshire,0.9,sector 107,7025.76112412178,2,2,3,1,8,Relatively New,1281.0,2,74
emaar mgf emerald floors premier,2.8,sector 65,12762.07839562443,4,4,3,2,2,Relatively New,2194.0,2,108
eros wembley estate,1.4,sector 50,11244.979919678715,3,3,2,1,9,Relatively New,1245.0,2,117
bestech park view residency,1.36,sector 2,8441.961514587214,3,3,3+,0,5,Moderately Old,1611.0,2,84
bestech park view residency,0.98,sector 2,7650.273224043716,2,2,3,0,0,Moderately Old,1281.0,2,85
